web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707659746-535","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 188m² angle Corniche Ouakam","https://sn.coinafrique.com/annonce/terrains/terrain-188m-angle-corniche-ouakam-3765545","188","115 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707659750-536","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 400m² angle TF aux Almadies Boa","https://sn.coinafrique.com/annonce/terrains/terrain-400m-angle-tf-aux-almadies-boa-3765554","400","350 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707659754-537","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 306m² angle bail Almadies boa","https://sn.coinafrique.com/annonce/terrains/terrain-306m-angle-bail-almadies-boa-3765559","306","185 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707659758-538","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 480m² angle TF Ccorniche Ouakam","https://sn.coinafrique.com/annonce/terrains/terrain-480m-angle-tf-ccorniche-ouakam-3765579","480","480 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707659761-539","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 310m² cité  Diène Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-310m-cite-diene-keur-massar-3765597","310","36 000 000 CFA","Rufisque, Sénégal","",""
"1707659765-540","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 456m² angle bail au Virage","https://sn.coinafrique.com/annonce/terrains/terrain-456m-angle-bail-au-virage-3765632","456","250 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707659768-541","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 900m² Almadies King  Fahd Palace","https://sn.coinafrique.com/annonce/terrains/terrain-900m-almadies-king-fahd-palace-3765629","900","1 080 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707659772-542","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 200m² bail au recasement 2 vers les indiens","https://sn.coinafrique.com/annonce/terrains/terrain-200m-bail-au-recasement-2-vers-les-indiens-3765656","200","75 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707659776-543","https://sn.coinafrique.com/categorie/terrains?page=44","Vente villa 1300m² habtable/demolir à Fann Résidence","https://sn.coinafrique.com/annonce/terrains/vente-villa-1300m-habtable-demolir-a-fann-residence-3765670","1300","1 500 000 000 CFA","Fann, Dakar, Sénégal","",""
"1707659780-544","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain  - Cité doudou basse Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-cite-doudou-basse-ndiakhirate-3766332","","15 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707659783-545","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains  TF 150m²  - Cité Doudou bass Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-tf-150m-cite-doudou-bass-niakhirate-3766337","150","13 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707659789-546","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-almadies-2-3764651","225 m2","Prix sur demande","Rufisque, Sénégal","",""
"1707659792-547","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 300 m2 - Cité Ancar Sénégal","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-cite-ancar-senegal-3766149","300 m2","Prix sur demande","Rufisque, Sénégal","",""
"1707659795-548","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 300 m² - Cité Ancar","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-cite-ancar-3766162","300 m2","Prix sur demande","Rufisque, Sénégal","",""
"1707659798-549","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-thies-3803522","150 m2","1 500 000 CFA","Dakar, Sénégal","",""
"1707659801-550","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 900m² - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/terrains-900m-tivaouane-peulh-3803673","900","50 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659807-551","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 900 m² - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-900-m-thies-3804324","900","11 000 000 CFA","Thies, Sénégal","",""
"1707659810-552","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 150 m² - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-guediawaye-3766721","","22 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707659813-553","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 400m²  - Louga","https://sn.coinafrique.com/annonce/terrains/terrains-400m-louga-3804966","400","Prix sur demande","Louga, Sénégal","",""
"1707659816-554","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 150 m² - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-tivaouane-peulh-3764343","150","9 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659820-555","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 200 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mbao-3764337","200","5 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659824-556","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 150 m² - Apix","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-apix-3764341","150","25 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659828-557","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 4 ha - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-4-ha-mbour-3805459","40094 m2","Prix sur demande","Mbour, Sénégal","",""
"1707659831-558","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 500m²  - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-500m-saly-3805608","500","Prix sur demande","Saly, Sénégal","",""
"1707659835-559","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 432 m² au cap de biches  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-432-m-au-cap-de-biches-mbao-3769414","423","60 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659838-560","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain TF 225 m² - Comico Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-tf-225-m-comico-bambilor-3766183","225","16 000 000 CFA","Rufisque, Sénégal","",""
"1707659841-561","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain angle  à Liberté 5","https://sn.coinafrique.com/annonce/terrains/terrain-angle-a-liberte-5-3766359","500","340 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707659845-562","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 525 m²  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-525-m-ngor-3766480","525","475 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707659848-563","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-3806432","150","3 500 000 CFA","Rufisque, Sénégal","",""
"1707659851-564","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 300m²  - Yeumbeul","https://sn.coinafrique.com/annonce/terrains/terrain-300m-yeumbeul-3806737","300","15 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659855-565","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m2 - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-lac-rose-3807124","150","2 000 000 CFA","Lac rose, Sénégal","",""
"1707659859-566","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 200m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-200m-diamniadio-3807366","200","3 800 000 CFA","Diamniadio, Sénégal","",""
"1707659862-567","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 300 m2 - Campement nguekhokhe","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-campement-nguekhokhe-3807464","300 m2","4 750 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659865-568","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 351m² - Mariste","https://sn.coinafrique.com/annonce/terrains/terrain-351m-mariste-3807577","351 m2","180 000 000 CFA","Dakar, Sénégal","",""
"1707659869-569","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-rufisque-3807695","180 m2","14 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659872-570","https://sn.coinafrique.com/categorie/terrains?page=44","Vente villa à démolir - HLM 4","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-hlm-4-3808608","170 m2","70 000 000 CFA","Dakar, Sénégal","",""
"1707659876-571","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 400m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-400m2-yoff-3808718","400 m2","70 000 000 CFA","Dakar, Sénégal","",""
"1707659881-572","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 320 Ha - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-320-ha-diass-3808745","3200000 m2","25 000 CFA","Ndiass, Sénégal","",""
"1707659884-573","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 150 m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mbao-3808914","150","19 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707659888-574","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain - Popenguine","https://sn.coinafrique.com/annonce/terrains/terrain-popenguine-3809413","300 m2","18 000 000 CFA","Thies, Sénégal","",""
"1707659891-575","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m²  - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-lac-rose-3810114","150","2 500 000 CFA","Lac rose, Sénégal","",""
"1707659894-576","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 440m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-440m-rufisque-3810724","440 m2","68 000 000 CFA","Dakar, Sénégal","",""
"1707659899-577","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains - Yéne Dialaw","https://sn.coinafrique.com/annonce/terrains/terrains-yene-dialaw-3811994","150 m2","1 750 000 CFA","Dakar, Sénégal","",""
"1707659901-578","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150  m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-dakar-3812015","150","Prix sur demande","Dakar, Sénégal","",""
"1707659906-579","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 10000m²  - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-10000m-ouakam-3772253","10000","Prix sur demande","Ouakam, Dakar, Sénégal","",""
"1707659910-580","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 225  m² - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-thies-3774734","225","1 700 000 CFA","Thies, Sénégal","",""
"1707659915-581","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 300m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrains-300m-saly-3813296","300","11 500 000 CFA","Saly, Sénégal","",""
"1707659919-582","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain Diamniadio  Deni malick","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-deni-malick-3787667","180 m2","5 000 000 CFA","Diamniadio, Sénégal","",""
"1707659923-583","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150m2 - Mariste","https://sn.coinafrique.com/annonce/terrains/terrains-150m2-mariste-3814392","150","10 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707659927-584","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3814514","150 m2","2 500 000 CFA","Dakar, Sénégal","",""
"1707659931-585","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 300m²  - Somone","https://sn.coinafrique.com/annonce/terrains/terrain-300m-somone-3814752","300 m2","Prix sur demande","Mbour, Sénégal","",""
"1707659934-586","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150m² - Dakar Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-150m-dakar-niakhirate-3815046","150","Prix sur demande","Dakar, Sénégal","",""
"1707659938-587","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3815145","150","11 000 000 CFA","Rufisque, Sénégal","",""
"1707659942-588","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3815151","150","11 000 000 CFA","Rufisque, Sénégal","",""
"1707659957-589","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain  - Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-keur-ndiaye-lo-3815541","150 m2","3 000 000 CFA","Dakar, Sénégal","",""
"1707659961-590","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain - Déni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-deni-biram-ndao-3815548","150 m2","3 000 000 CFA","Dakar, Sénégal","",""
"1707659964-591","https://sn.coinafrique.com/categorie/terrains?page=43","Terrains 225 m² - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-thies-3816598","225","900 000 CFA","Thies, Sénégal","",""
"1707659967-592","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 200m² - Malika Plage","https://sn.coinafrique.com/annonce/terrains/terrain-200m-malika-plage-3816648","200 m2","15 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707659970-593","https://sn.coinafrique.com/categorie/terrains?page=43","Terrains 200m²  - Nguékokh","https://sn.coinafrique.com/annonce/terrains/terrains-200m-nguekokh-3817157","200","Prix sur demande","Mbour, Sénégal","",""
"1707659975-594","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 14 hectares -  Niague","https://sn.coinafrique.com/annonce/terrains/terrain-14-hectares-niague-3817257","1400000 m2","5 000 000 CFA","Rufisque, Sénégal","",""
"1707659978-595","https://sn.coinafrique.com/categorie/terrains?page=43","Location villa à démolir 4 pièces - Ouakam","https://sn.coinafrique.com/annonce/terrains/location-villa-a-demolir-4-pieces-ouakam-3777019","4","73 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707659981-596","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 150 m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-3817736","","13 000 000 CFA","Dakar, Sénégal","",""
