web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707506420-123","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-liberte-3439560","500","","","Sicap Liberté, Dakar, Sénégal"
"1707506424-124","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 6 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-dakar-3439959","6","4","200","Dakar, Sénégal"
"1707506428-125","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa r+1 - Dieuppeul 1","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-dieuppeul-1-3440263","5","2","150 m2","Dieuppeul-Derklé, Dakar, Sénégal"
"1707506431-126","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-3442124","6","3","200 m2","Dakar, Sénégal"
"1707506435-127","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Touba Keur Kabe","https://sn.coinafrique.com/annonce/villas/vente-villa-touba-keur-kabe-3442565","4","4","25 m2","Touba, Sénégal"
"1707506438-128","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 800 m2 - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-800-m2-saly-3397442","800","","","Saly, Sénégal"
"1707506442-129","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 5 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouakam-3444712","5","","","Ouakam, Dakar, Sénégal"
"1707506447-130","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 09 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-09-pieces-mamelles-3397753","9","7","600","Mamelles, Dakar, Sénégal"
"1707506450-131","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa r+1 - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-r1-almadies-2-3445604","5","5","150 m2","Keur Massar, Sénégal"
"1707506453-132","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 5000 m² - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-5000-m-mbour-3445816","6","4","5000 m2","Saly, Sénégal"
"1707506456-133","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 6 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-keur-massar-3445835","8","3","225 m2","Dakar, Sénégal"
"1707506459-134","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 4 Pièces - Ziguinchor","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ziguinchor-3446272","4","4","500","Ziguinchor, Sénégal"
"1707506463-135","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 4 Pièces 150 m² - Bargny","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-150-m-bargny-3446389","4","2","150 m2","Dakar, Sénégal"
"1707506466-136","https://sn.coinafrique.com/categorie/villas?page=49","Vente villas - Grand Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-grand-dakar-3446800","368","","","Grand Dakar, Dakar, Sénégal"
"1707506469-137","https://sn.coinafrique.com/categorie/villas?page=49","Vente villas 10 pièces - Dakar Pikine","https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-dakar-pikine-3446892","10","150","","Dakar, Sénégal"
"1707506473-138","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-3448009","600 m2","","","Rufisque, Sénégal"
"1707506476-139","https://sn.coinafrique.com/categorie/villas?page=49","Location villa meublée 4 pièces - Foire","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-4-pieces-foire-3448607","4","2","3000","Sicap Liberté, Dakar, Sénégal"
"1707506479-140","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 7 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-saly-3449032","7","3","600","Saly, Sénégal"
"1707506483-141","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-rufisque-3449430","4","2","150","Rufisque, Sénégal"
"1707506486-142","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-3449540","5","6","600 m2","Dakar, Sénégal"
"1707506489-143","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 6 pièces - Maristes","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-maristes-3449623","5","2","847","Hann Bel-Air, Dakar, Sénégal"
"1707506492-144","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa - Keur Massar cité Sotrac","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-cite-sotrac-3449820","160 m2","","","Dakar, Sénégal"
"1707506495-145","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 04 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-mermoz-sacre-coeur-3403716","4","180","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707506498-146","https://sn.coinafrique.com/categorie/villas?page=49","Vente villas 09 pièces -  Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villas-09-pieces-petit-mbao-3404012","9","7","386","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707506501-147","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 4 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-somone-3450757","5","3","550 m2","Mbour, Sénégal"
"1707506505-148","https://sn.coinafrique.com/categorie/villas?page=49","Location villa meublée - Foire CICES","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-foire-cices-3451432","","","","Dakar, Sénégal"
"1707506508-149","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 04 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-ouakam-3405388","4","3","180","Ouakam, Dakar, Sénégal"
"1707506512-150","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa R+2 - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-mbour-3453706","14","8","292 m2","Saly, Sénégal"
"1707506515-151","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 4 pièces - Cité Cheikh Amar","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-cite-cheikh-amar-3454211","3","3","200 m2","Dakar, Sénégal"
"1707506518-152","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Saint Louis","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saint-louis-3454550","4","220","","Saint Louis, Sénégal"
"1707506521-153","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 7 pièces - Sicap liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-liberte-3454641","7","3","","Sicap Liberté, Dakar, Sénégal"
"1707506525-154","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Zack mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-zack-mbao-3407098","5","3","200 m2","Dakar, Sénégal"
"1707506528-155","https://sn.coinafrique.com/categorie/villas?page=49","Vente Maison 300 m² - Ouakam Cité Assemblée","https://sn.coinafrique.com/annonce/villas/vente-maison-300-m-ouakam-cite-assemblee-3456923","","","","Ouakam, Dakar, Sénégal"
"1707506532-156","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 7 pièces  - Dakar VDN","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-dakar-vdn-3456959","","","","Dakar, Sénégal"
"1707506535-157","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 3 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mbour-3457036","3","2","300","Mbour, Sénégal"
"1707506539-158","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa  - Rufisque Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/villas/vente-villa-rufisque-keur-ndiaye-lo-3457393","5","3","150 m2","Rufisque, Sénégal"
"1707506543-159","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3457458","4","1","153 m2","Keur Massar, Sénégal"
"1707506547-160","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Pout HLM","https://sn.coinafrique.com/annonce/villas/vente-villa-pout-hlm-3458542","3","3","225 m2","Thies, Sénégal"
"1707506551-161","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Grand Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-grand-dakar-3458606","150","","","Grand Dakar, Dakar, Sénégal"
"1707506554-162","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 5 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-liberte-3458619","5","300","","Sicap Liberté, Dakar, Sénégal"
"1707506557-163","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 6 pièces - Cité Alioune Sow de golf","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-cite-alioune-sow-de-golf-3459354","7","3","160 m2","Guediawaye, Dakar, Sénégal"
"1707506560-164","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa R+2 - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mermoz-3419568","10","7","470","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707506564-165","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 10 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-almadies-3459796","10","500","","Almadies, Dakar, Sénégal"
"1707506567-166","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 600 m² - Virage","https://sn.coinafrique.com/annonce/villas/vente-villa-600-m-virage-3459798","10","600","","Almadies, Dakar, Sénégal"
"1707506571-167","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 9 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-dakar-3416707","9","300","","Dakar, Sénégal"
"1707506574-168","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - iles du saloum","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-iles-du-saloum-3460633","4","3","500 m2","Mbour, Sénégal"
"1707506582-169","https://sn.coinafrique.com/categorie/villas?page=48","Vente villas 7 pièces - Geule tapée","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-geule-tapee-3460844","7","2","150","Geule Tapée, Dakar, Sénégal"
"1707506585-170","https://sn.coinafrique.com/categorie/villas?page=48","Location Villa R+2 - Mermoz Pyrotechnie","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mermoz-pyrotechnie-3460996","10","8","450","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707506589-171","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 5 pièces  - Nord Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-nord-foire-3461651","150 m2","","","Dakar, Sénégal"
"1707506593-172","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa R+3 - Cité Douane","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-cite-douane-3461683","150 m2","","","Dakar, Sénégal"
"1707506598-173","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 6 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-dakar-3462120","11","8","400 m2","Hann Bel-Air, Dakar, Sénégal"
"1707506602-174","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 9 pièces - Parcelle Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-parcelle-assainies-3462291","9","4","150","Parcelle Assainies, Dakar, Sénégal"
"1707506606-175","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 4 pièces - Saly center","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-center-3462397","4","4","600 m2","Saly, Sénégal"
"1707506609-176","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 7 pièces - Sicap Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-foire-3462600","7","5","176 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707506612-177","https://sn.coinafrique.com/categorie/villas?page=48","Location villa 5  pièces - Dkar","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-dkar-3462646","","","","Dakar, Sénégal"
"1707506616-178","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa R+2","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-3463151","8","4","200 m2","Dakar, Sénégal"
"1707506620-179","https://sn.coinafrique.com/categorie/villas?page=48","Location villa 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3463750","7","7","200 m2","Mamelles, Dakar, Sénégal"
"1707506623-180","https://sn.coinafrique.com/categorie/villas?page=48","Location villa 5 pièces - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-2-3463754","4","2","150 m2","Keur Massar, Sénégal"
"1707506628-181","https://sn.coinafrique.com/categorie/villas?page=48","Location villa 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-3420239","3","7","600","Mamelles, Dakar, Sénégal"
"1707506631-182","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa - Cité Sonatel Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-sonatel-malika-3464127","150 m2","","","Dakar, Sénégal"
"1707506635-183","https://sn.coinafrique.com/categorie/villas?page=48","Location villa F4 meublée - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-f4-meublee-mamelles-3464683","4","4","","Mamelles, Dakar, Sénégal"
"1707506638-184","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa 7 Pièces 200 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-200-m-sicap-liberte-3465496","7","5","200","Sicap Liberté, Dakar, Sénégal"
"1707506642-185","https://sn.coinafrique.com/categorie/villas?page=48","Location Villa duplex - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-almadies-3465551","6","5","","Almadies, Dakar, Sénégal"
"1707506646-186","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa - Sangalkam","https://sn.coinafrique.com/annonce/villas/vente-villa-sangalkam-3466432","","","","Dakar Plateau, Dakar, Sénégal"
"1707506649-187","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa 7 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-yoff-3466563","7","440","","Yoff, Dakar, Sénégal"
"1707506652-188","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa R+2 - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-zac-mbao-3422928","","","","Mbao, Dakar, Sénégal"
"1707506655-189","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa 8 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mbour-3466953","8","4","300","Mbour, Sénégal"
"1707506658-190","https://sn.coinafrique.com/categorie/villas?page=48","Location Villa 4 pièces - Sipres Zac Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sipres-zac-mbao-3457069","4","3","150","Mbao, Dakar, Sénégal"
"1707506662-191","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa 7 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mbao-3457071","7","8","150","Mbao, Dakar, Sénégal"
"1707506666-192","https://sn.coinafrique.com/categorie/villas?page=48","Location Villa r+1 - Keur Massar","https://sn.coinafrique.com/annonce/villas/location-villa-r1-keur-massar-3468406","4","3","150 m2","Keur Massar, Sénégal"
"1707506669-193","https://sn.coinafrique.com/categorie/villas?page=48","Vente Villa 4 Pièces 150 m² - Keur Massar Diakhaye","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-150-m-keur-massar-diakhaye-3469035","3","2","150","Keur Massar, Sénégal"
"1707506674-194","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-3471204","600 m2","","","Dakar, Sénégal"
"1707506678-195","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa - Cité Aliou Sow","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-aliou-sow-3471368","10","4","180 m2","Hann Bel-Air, Dakar, Sénégal"
"1707506681-196","https://sn.coinafrique.com/categorie/villas?page=48","Vente villa - Keur Mbaye Fall","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-mbaye-fall-3471577","8","2","200 m2","Dakar, Sénégal"
